date,status,exchanges,estimatedNetFlowCny,estimatedNetFlowYi,grossInflowYi,grossOutflowYi,funds,pricedFunds,excludedRecords
2012-01-05,partial,SSE,261368600,2.6137,2.8264,-0.2127,22,22,0
2012-01-06,partial,SSE,113457700,1.1346,2.1144,-0.9798,22,22,0
2012-01-09,partial,SSE,-706990300,-7.0699,0.1454,-7.2153,22,22,0
2012-01-10,partial,SSE,154445400,1.5445,2.3489,-0.8044,22,22,0
2012-01-11,partial,SSE,382567800,3.8257,4.1706,-0.3449,22,22,0
2012-01-12,partial,SSE,-54221300,-0.5422,1.6817,-2.2239,22,22,0
2012-01-13,partial,SSE,265909300,2.6591,2.8491,-0.19,22,22,0
2012-01-16,partial,SSE,98460400,0.9846,1.0101,-0.0255,22,22,0
2012-01-17,partial,SSE,158181200,1.5818,1.737,-0.1552,22,22,0
2012-01-18,partial,SSE,-22732000,-0.2273,1.0852,-1.3125,22,22,0
2012-01-19,partial,SSE,37524500,0.3752,1.662,-1.2867,22,22,0
2012-01-20,partial,SSE,-60211600,-0.6021,0.6795,-1.2816,22,22,0
2012-01-30,partial,SSE,-392788500,-3.9279,0.095,-4.0229,22,22,0
2012-01-31,partial,SSE,246734000,2.4673,2.5415,-0.0741,22,21,1
2012-02-01,partial,SSE,-117541900,-1.1754,0.0904,-1.2658,22,22,0
2012-02-02,partial,SSE,-146177000,-1.4618,0.0577,-1.5195,22,22,0
2012-02-03,partial,SSE,-407260800,-4.0726,0,-4.0726,22,22,0
2012-02-06,partial,SSE,-182900400,-1.829,0.02,-1.849,22,22,0
2012-02-07,partial,SSE,89360300,0.8936,3.2035,-2.3099,22,22,0
2012-02-08,partial,SSE,-257032700,-2.5703,0.0119,-2.5822,22,22,0
2012-02-09,partial,SSE,-535633900,-5.3563,0,-5.3563,22,22,0
2012-02-10,partial,SSE,-362097500,-3.621,0.0241,-3.645,22,22,0
2012-02-13,partial,SSE,385066400,3.8507,3.9345,-0.0839,22,22,0
2012-02-14,partial,SSE,22463500,0.2246,0.3526,-0.128,22,22,0
2012-02-15,partial,SSE,-24339400,-0.2434,1.2001,-1.4435,22,22,0
2012-02-16,partial,SSE,-174907500,-1.7491,0.6981,-2.4472,22,22,0
2012-02-17,partial,SSE,61076200,0.6108,1.001,-0.3902,22,22,0
2012-02-20,partial,SSE,-92586300,-0.9259,0.3973,-1.3232,22,22,0
2012-02-21,partial,SSE,270844900,2.7084,3.0513,-0.3429,22,22,0
2012-02-22,partial,SSE,-326690400,-3.2669,0.0102,-3.2771,22,22,0
2012-02-23,partial,SSE,-837257200,-8.3726,0.2031,-8.5757,22,22,0
2012-02-24,partial,SSE,-372987800,-3.7299,0.0182,-3.7481,22,22,0
2012-02-27,partial,SSE,-403002800,-4.03,0.0233,-4.0533,22,22,0
2012-02-28,partial,SSE,560964600,5.6096,5.8888,-0.2792,22,22,0
2012-02-29,partial,SSE,2124600,0.0212,0.2446,-0.2233,22,22,0
2012-03-01,partial,SSE,215493200,2.1549,2.2331,-0.0781,22,22,0
2012-03-02,partial,SSE,-485220700,-4.8522,0.0559,-4.9081,22,22,0
2012-03-05,partial,SSE,-211574700,-2.1157,0.0207,-2.1365,22,22,0
2012-03-06,partial,SSE,642678100,6.4268,6.4888,-0.062,22,22,0
2012-03-07,partial,SSE,205390000,2.0539,2.1773,-0.1234,22,22,0
2012-03-08,partial,SSE,-463756000,-4.6376,0.0273,-4.6649,22,22,0
2012-03-09,partial,SSE,-288403000,-2.884,0.0863,-2.9703,22,22,0
2012-03-12,partial,SSE,-92270000,-0.9227,0.0121,-0.9348,22,22,0
2012-03-13,partial,SSE,-455744500,-4.5574,0.038,-4.5954,22,22,0
2012-03-14,partial,SSE,81884000,0.8188,1.4932,-0.6744,22,22,0
2012-03-15,partial,SSE,1094376000,10.9438,11.0228,-0.079,22,22,0
2012-03-16,partial,SSE,-37746100,-0.3775,0.7761,-1.1536,22,22,0
2012-03-19,partial,SSE,-480426000,-4.8043,0.0303,-4.8346,22,22,0
2012-03-20,partial,SSE,59165400,0.5917,0.858,-0.2664,22,22,0
2012-03-21,partial,SSE,32644100,0.3264,1.7765,-1.45,22,22,0
2012-03-22,partial,SSE,-2282500,-0.0228,0.5849,-0.6077,22,22,0
2012-03-23,partial,SSE,341512500,3.4151,3.7177,-0.3026,22,22,0
2012-03-26,partial,SSE,48686000,0.4869,0.6518,-0.1649,22,22,0
2012-03-27,partial,SSE,73173500,0.7317,0.8216,-0.0899,22,22,0
2012-03-28,partial,SSE,546628100,5.4663,5.8861,-0.4198,22,22,0
2012-03-29,partial,SSE,160606800,1.6061,1.7072,-0.1011,22,22,0
2012-03-30,partial,SSE,262958500,2.6296,2.6406,-0.011,22,22,0
2012-04-05,partial,SSE,-923607600,-9.2361,0.0163,-9.2524,22,22,0
2012-04-06,partial,SSE,-320111200,-3.2011,0.0131,-3.2142,22,22,0
2012-04-09,partial,SSE,-50838000,-0.5084,0,-0.5084,22,22,0
2012-04-10,partial,SSE,108316500,1.0832,1.6095,-0.5263,22,22,0
2012-04-11,partial,SSE,-59143500,-0.5914,0.0113,-0.6028,22,22,0
2012-04-12,partial,SSE,-154914400,-1.5491,0.0116,-1.5607,22,22,0
2012-04-13,partial,SSE,-102193400,-1.0219,0.8386,-1.8605,22,22,0
2012-04-16,partial,SSE,173794200,1.7379,1.7693,-0.0314,22,22,0
2012-04-17,partial,SSE,256521200,2.5652,2.6311,-0.0659,22,21,1
2012-04-18,partial,SSE,121366600,1.2137,1.4879,-0.2742,22,22,0
2012-04-19,partial,SSE,-135745500,-1.3575,0.0595,-1.417,22,22,0
2012-04-20,partial,SSE,18583500,0.1858,0.5049,-0.3191,22,22,0
2012-04-23,partial,SSE,-253437500,-2.5344,0.1611,-2.6955,22,22,0
2012-04-24,partial,SSE,-309016600,-3.0902,0.1913,-3.2815,22,22,0
2012-04-25,partial,SSE,-522725200,-5.2273,0.0784,-5.3057,22,22,0
2012-04-26,partial,SSE,90653400,0.9065,1.1397,-0.2331,22,22,0
2012-04-27,partial,SSE,72467200,0.7247,1.0132,-0.2885,22,22,0
2012-05-02,partial,SSE,-120853700,-1.2085,0.4851,-1.6936,22,22,0
2012-05-03,partial,SSE,362553500,3.6255,3.78,-0.1544,22,22,0
2012-05-04,partial,SSE,-38333500,-0.3833,0.4023,-0.7856,22,22,0
2012-05-07,partial,SSE,2381400,0.0238,0.3583,-0.3345,22,22,0
2012-05-08,partial,SSE,-116417900,-1.1642,0.1578,-1.3219,22,22,0
2012-05-09,partial,SSE,-74162500,-0.7416,0.3562,-1.0978,22,22,0
2012-05-10,partial,SSE,-24563400,-0.2456,1.4059,-1.6515,22,21,1
2012-05-11,partial,SSE,-76329200,-0.7633,1.1406,-1.9039,22,22,0
2012-05-14,partial,SSE,-393546400,-3.9355,0.1694,-4.1049,23,23,0
2012-05-15,partial,SSE,-49195800,-0.492,0.0509,-0.5429,23,23,0
2012-05-16,partial,SSE,-66736000,-0.6674,0.2255,-0.8928,23,23,0
2012-05-17,partial,SSE,-280474800,-2.8047,0.0213,-2.826,23,23,0
2012-05-18,partial,SSE,165758500,1.6576,1.7757,-0.1182,23,23,0
2012-05-21,partial,SSE,-63172400,-0.6317,0.0337,-0.6655,23,23,0
2012-05-22,partial,SSE,-328421700,-3.2842,0,-3.2842,23,23,0
2012-05-23,partial,SSE,-37329200,-0.3733,0.7286,-1.1019,23,22,1
2012-05-24,partial,SSE,226227000,2.2623,2.3698,-0.1076,23,23,0
2012-05-25,partial,SSE,-101989100,-1.0199,0.3103,-1.3302,23,22,1
2012-05-28,partial,SSE,-287006700,-2.8701,0.0153,-2.8853,23,23,0
2012-05-29,partial,SSE,-1352865700,-13.5287,0,-13.5287,24,24,0
2012-05-30,partial,SSE,-291110500,-2.9111,0,-2.9111,24,23,1
2012-05-31,partial,SSE,-159843200,-1.5984,0.1781,-1.7765,24,24,0
2012-06-01,partial,SSE,-221334100,-2.2133,0.0309,-2.2443,24,24,0
2012-06-04,partial,SSE,-842928500,-8.4293,0.6818,-9.1111,24,24,0
2012-06-05,partial,SSE,-485236500,-4.8524,0.2174,-5.0698,24,23,1
2012-06-06,partial,SSE,-116525100,-1.1653,0.3305,-1.4958,24,24,0
2012-06-07,partial,SSE,-888606400,-8.8861,0.0132,-8.8992,24,24,0
2012-06-08,partial,SSE,149734500,1.4973,2.2396,-0.7423,24,24,0
2012-06-11,partial,SSE,307643648,3.0764,3.1539,-0.0774,24,24,0
2012-06-12,partial,SSE,-355775536,-3.5578,0.05,-3.6077,24,24,0
2012-06-13,partial,SSE,-332186200,-3.3219,0.2864,-3.6082,24,24,0
2012-06-14,partial,SSE,-66032000,-0.6603,0.3082,-0.9685,24,24,0
2012-06-15,partial,SSE,188390366,1.8839,1.9691,-0.0852,24,24,0
2012-06-18,partial,SSE,-56386453,-0.5639,0.072,-0.6359,24,24,0
2012-06-19,partial,SSE,-62108900,-0.6211,0.0743,-0.6954,24,24,0
2012-06-20,partial,SSE,151832300,1.5183,1.5618,-0.0435,24,23,1
2012-06-21,partial,SSE,46990000,0.4699,0.8506,-0.3807,24,24,0
2012-06-25,partial,SSE,431469556,4.3147,4.9075,-0.5928,24,24,0
2012-06-26,partial,SSE,90132244,0.9013,2.1977,-1.2964,24,23,1
2012-06-27,partial,SSE,-39029300,-0.3903,1.6045,-1.9948,24,24,0
2012-06-28,partial,SSE,238208784,2.3821,2.9009,-0.5188,24,24,0
2012-06-29,partial,SSE,262697938,2.627,2.7027,-0.0757,24,24,0
2012-07-02,partial,SSE,-507940000,-5.0794,0.0344,-5.1138,24,24,0
2012-07-03,partial,SSE,-201685998,-2.0169,0.0091,-2.0259,24,24,0
2012-07-04,partial,SSE,-199640502,-1.9964,0.5632,-2.5596,24,24,0
2012-07-05,partial,SSE,498461900,4.9846,5,-0.0154,24,24,0
2012-07-06,partial,SSE,215653400,2.1565,2.1926,-0.0361,24,24,0
2012-07-09,partial,SSE,351885360,3.5189,3.5295,-0.0107,24,23,1
2012-07-10,partial,SSE,438952286,4.3895,5.676,-1.2864,25,25,0
2012-07-11,partial,SSE,-68841000,-0.6884,0.5442,-1.2326,25,25,0
2012-07-12,partial,SSE,-498338900,-4.9834,0.5024,-5.4858,25,25,0
2012-07-13,partial,SSE,-267194800,-2.6719,0.3317,-3.0036,25,25,0
2012-07-16,partial,SSE,560849856,5.6085,5.6592,-0.0507,25,25,0
2012-07-17,partial,SSE,400772389,4.0077,4.0364,-0.0286,25,25,0
2012-07-18,partial,SSE,438574486,4.3857,4.6206,-0.2349,25,25,0
2012-07-19,partial,SSE,-806401310,-8.064,0.499,-8.5631,25,24,1
2012-07-20,partial,SSE,-614475500,-6.1448,1.0801,-7.2248,25,24,1
2012-07-23,partial,SSE,290107800,2.9011,2.9467,-0.0457,25,24,1
2012-07-24,partial,SSE,207942838,2.0794,2.2383,-0.1588,25,24,1
2012-07-25,partial,SSE,-70781617,-0.7078,0.387,-1.0948,25,25,0
2012-07-26,partial,SSE,227080800,2.2708,2.9703,-0.6995,25,25,0
2012-07-27,partial,SSE,748701900,7.487,7.5018,-0.0148,25,25,0
2012-07-30,partial,SSE,493453531,4.9345,4.9887,-0.0542,25,25,0
2012-07-31,partial,SSE,855376716,8.5538,8.6494,-0.0956,25,25,0
2012-08-01,partial,SSE,-408118558,-4.0812,0.0032,-4.0844,25,25,0
2012-08-02,partial,SSE,-230440500,-2.3044,0.8534,-3.1578,25,25,0
2012-08-03,partial,SSE,132353600,1.3235,1.4558,-0.1322,25,25,0
2012-08-06,partial,SSE,-504236100,-5.0424,0.2158,-5.2581,25,24,1
2012-08-07,partial,SSE,-867873100,-8.6787,0.0422,-8.721,25,24,1
2012-08-08,partial,SSE,-490189500,-4.9019,0.0425,-4.9444,25,24,1
2012-08-09,partial,SSE,-288746900,-2.8875,0.0168,-2.9043,25,25,0
2012-08-10,partial,SSE,-21267624,-0.2127,1.0264,-1.2391,25,24,1
2012-08-13,partial,SSE,810465873,8.1047,8.1988,-0.0942,25,25,0
2012-08-14,partial,SSE,69956255,0.6996,2.4505,-1.7509,25,25,0
2012-08-15,partial,SSE,-174443049,-1.7444,0.024,-1.7684,25,25,0
2012-08-16,partial,SSE,75224145,0.7522,0.856,-0.1038,25,24,1
2012-08-17,partial,SSE,12148383,0.1215,1.1747,-1.0533,25,25,0
2012-08-20,partial,SSE,-53881900,-0.5388,0.5209,-1.0597,25,25,0
2012-08-21,partial,SSE,-114787230,-1.1479,0.4197,-1.5676,25,25,0
2012-08-22,partial,SSE,39022372,0.3902,0.6234,-0.2331,25,24,1
2012-08-23,partial,SSE,-154531000,-1.5453,0.907,-2.4523,25,25,0
2012-08-24,partial,SSE,30883100,0.3088,0.4026,-0.0938,25,25,0
2012-08-27,partial,SSE,320099146,3.201,3.8383,-0.6373,25,25,0
2012-08-28,partial,SSE,-667345446,-6.6735,0.021,-6.6945,25,24,1
2012-08-29,partial,SSE,-233100600,-2.331,0.0066,-2.3376,25,25,0
2012-08-30,partial,SSE,74637679,0.7464,1.372,-0.6256,25,24,1
2012-08-31,partial,SSE,53087206,0.5309,1.2144,-0.6835,25,23,2
2012-09-03,partial,SSE,-565823215,-5.6582,0.0085,-5.6667,25,24,1
2012-09-04,partial,SSE,-250906100,-2.5091,0.1386,-2.6476,25,25,0
2012-09-05,partial,SSE,-122060900,-1.2206,0.6243,-1.845,25,24,1
2012-09-06,partial,SSE,-265038100,-2.6504,0.009,-2.6594,25,25,0
2012-09-07,partial,SSE,-11697434,-0.117,1.478,-1.5949,25,25,0
2012-09-10,partial,SSE,-124937709,-1.2494,0.1043,-1.3537,25,24,1
2012-09-11,partial,SSE,85231009,0.8523,1.2948,-0.4425,25,24,1
2012-09-12,partial,SSE,6723937,0.0672,0.4137,-0.3465,25,25,0
2012-09-13,partial,SSE,99928352,0.9993,1.926,-0.9267,25,25,0
2012-09-14,partial,SSE,-48898272,-0.489,2.0644,-2.5534,25,25,0
2012-09-17,partial,SSE,7671174,0.0767,1.0681,-0.9913,25,25,0
2012-09-18,partial,SSE,-144866887,-1.4487,0.3204,-1.7691,25,24,1
2012-09-19,partial,SSE,-329090600,-3.2909,0,-3.2909,25,25,0
2012-09-20,partial,SSE,-621077700,-6.2108,0.0417,-6.2525,25,25,0
2012-09-21,partial,SSE,-581207900,-5.8121,0.0044,-5.8165,25,25,0
2012-09-24,partial,SSE,-144825338,-1.4483,0.25,-1.6982,25,25,0
2012-09-25,partial,SSE,-222641981,-2.2264,0.4542,-2.6806,26,25,1
2012-09-26,partial,SSE,319907060,3.1991,3.5592,-0.3601,26,25,1
2012-09-27,partial,SSE,415965876,4.1597,5.7143,-1.5546,26,25,1
2012-09-28,partial,SSE,-191250246,-1.9125,2.3242,-4.2367,26,26,0
2012-10-08,partial,SSE,-96772559,-0.9677,0.0775,-1.0452,26,26,0
2012-10-09,partial,SSE,287996400,2.88,4.3183,-1.4384,27,27,0
2012-10-10,partial,SSE,-248169300,-2.4817,0.0213,-2.503,27,27,0
2012-10-11,partial,SSE,-155370700,-1.5537,0.0087,-1.5624,27,25,2
2012-10-12,partial,SSE,228205156,2.2821,3.077,-0.7949,27,27,0
2012-10-15,partial,SSE,54696544,0.547,0.9145,-0.3676,27,26,1
2012-10-16,partial,SSE,-136623053,-1.3662,0.7981,-2.1643,27,26,1
2012-10-17,partial,SSE,173725568,1.7373,1.9572,-0.2199,27,27,0
2012-10-18,partial,SSE,-71726834,-0.7173,0.5485,-1.2658,27,27,0
2012-10-19,partial,SSE,-157504200,-1.575,0.6863,-2.2614,27,27,0
2012-10-22,partial,SSE,-22220400,-0.2222,0.4923,-0.7145,27,26,1
2012-10-23,partial,SSE,103527600,1.0353,1.2085,-0.1733,27,27,0
2012-10-24,partial,SSE,136367052,1.3637,1.4126,-0.049,27,26,1
2012-10-25,partial,SSE,18173842,0.1817,0.6861,-0.5043,27,27,0
2012-10-26,partial,SSE,-39675504,-0.3968,0.2541,-0.6509,27,27,0
2012-10-29,partial,SSE,-408108384,-4.0811,0.0302,-4.1113,27,27,0
2012-10-30,partial,SSE,-415887500,-4.1589,0.0146,-4.1735,27,27,0
2012-10-31,partial,SSE,-314041300,-3.1404,0.0809,-3.2213,27,26,1
2012-11-01,partial,SSE,1842300,0.0184,0.4097,-0.3913,27,27,0
2012-11-02,partial,SSE,-156301000,-1.563,0.2942,-1.8572,27,27,0
2012-11-05,partial,SSE,-42228400,-0.4223,0.0617,-0.484,27,26,1
2012-11-06,partial,SSE,-236228100,-2.3623,0.008,-2.3703,27,25,2
2012-11-07,partial,SSE,-116313700,-1.1631,0.0156,-1.1787,27,26,1
2012-11-08,partial,SSE,-108673100,-1.0867,0.0575,-1.1443,27,27,0
2012-11-09,partial,SSE,-82831800,-0.8283,0.0202,-0.8485,27,27,0
2012-11-12,partial,SSE,-99617700,-0.9962,0.0199,-1.0161,27,24,3
2012-11-13,partial,SSE,28142200,0.2814,1.1959,-0.9144,27,27,0
2012-11-14,partial,SSE,32327500,0.3233,0.7044,-0.3811,27,27,0
2012-11-15,partial,SSE,-192184000,-1.9218,0.7033,-2.6251,27,25,2
2012-11-16,partial,SSE,-15456581,-0.1546,1.1054,-1.2599,27,26,1
2012-11-19,partial,SSE,78704781,0.787,1.3358,-0.5488,27,26,1
2012-11-20,partial,SSE,-87890000,-0.8789,0.2423,-1.1212,27,26,1
2012-11-21,partial,SSE,490498765,4.905,5.2814,-0.3764,27,27,0
2012-11-22,partial,SSE,47619188,0.4762,0.7781,-0.3019,27,26,1
2012-11-23,partial,SSE,-43006000,-0.4301,0.5807,-1.0108,27,27,0
2012-11-26,partial,SSE,-145415100,-1.4542,0.0073,-1.4614,27,27,0
2012-11-27,partial,SSE,203154878,2.0315,2.3848,-0.3533,27,27,0
2012-11-28,partial,SSE,340177175,3.4018,3.63,-0.2282,27,26,1
2012-11-29,partial,SSE,250545980,2.5055,2.5419,-0.0365,27,27,0
2012-11-30,partial,SSE,-200429500,-2.0043,0.0083,-2.0126,27,27,0
2012-12-03,partial,SSE,42790000,0.4279,0.9085,-0.4806,27,26,1
2012-12-04,partial,SSE,214859658,2.1486,2.1892,-0.0406,27,27,0
2012-12-05,partial,SSE,-570279202,-5.7028,0.3046,-6.0074,27,27,0
2012-12-06,partial,SSE,-371040800,-3.7104,0.0187,-3.7291,27,27,0
2012-12-07,partial,SSE,-669965660,-6.6997,0.5617,-7.2614,27,27,0
2012-12-10,partial,SSE,110339699,1.1034,3.7697,-2.6663,27,27,0
2012-12-11,partial,SSE,-71626226,-0.7163,0.3591,-1.0754,27,27,0
2012-12-12,partial,SSE,232237307,2.3224,4.1143,-1.7919,27,26,1
2012-12-13,partial,SSE,59469836,0.5947,1.5653,-0.9706,27,26,1
2012-12-14,partial,SSE,-15066010,-0.1507,1.0575,-1.2082,27,27,0
2012-12-17,partial,SSE,-621990612,-6.2199,1.7848,-8.0047,27,27,0
2012-12-18,partial,SSE,126585400,1.2659,2.6638,-1.3979,27,27,0
2012-12-19,partial,SSE,-66158300,-0.6616,0.8599,-1.5214,27,27,0
2012-12-20,partial,SSE,572625056,5.7263,6.4889,-0.7627,27,27,0
2012-12-21,partial,SSE,-33908453,-0.3391,1.2705,-1.6096,27,27,0
2012-12-24,partial,SSE,145046618,1.4505,1.7267,-0.2762,27,27,0
2012-12-25,partial,SSE,-270577161,-2.7058,1.0855,-3.7912,27,27,0
2012-12-26,partial,SSE,-577747200,-5.7775,0.9713,-6.7488,27,27,0
2012-12-27,partial,SSE,342082500,3.4208,3.7148,-0.294,27,27,0
2012-12-28,partial,SSE,197475155,1.9748,3.6128,-1.638,27,27,0
2012-12-31,partial,SSE,780133510,7.8013,9.956,-2.1547,27,27,0
2013-01-04,partial,SSE,-453389603,-4.5339,0.1015,-4.6354,27,27,0
2013-01-07,partial,SSE,-216343494,-2.1634,1.5526,-3.716,27,27,0
2013-01-08,partial,SSE,-251234007,-2.5123,0.4444,-2.9568,27,27,0
2013-01-09,partial,SSE,-797564200,-7.9756,0.0321,-8.0078,27,27,0
2013-01-10,partial,SSE,-445481800,-4.4548,0.0101,-4.4649,27,27,0
2013-01-11,partial,SSE,613825200,6.1383,6.9274,-0.7891,27,27,0
2013-01-14,partial,SSE,-634335607,-6.3434,1.9152,-8.2586,27,27,0
2013-01-15,partial,SSE,-1116196067,-11.162,0.1218,-11.2838,27,27,0
2013-01-16,partial,SSE,-569265000,-5.6927,0.0096,-5.7023,27,27,0
2013-01-17,partial,SSE,-472366800,-4.7237,0.0192,-4.7429,28,28,0
2013-01-18,partial,SSE,78103000,0.781,1.2679,-0.4869,28,28,0
2013-01-21,partial,SSE,-982882100,-9.8288,0.007,-9.8358,28,28,0
2013-01-22,partial,SSE,-1571627540,-15.7163,0.1064,-15.8227,28,28,0
2013-01-23,partial,SSE,144126642,1.4413,4.387,-2.9457,28,28,0
2013-01-24,partial,SSE,1188614440,11.8861,12.2676,-0.3814,28,28,0
2013-01-25,partial,SSE,1973085634,19.7309,20.3408,-0.61,28,28,0
2013-01-28,partial,SSE,-654120967,-6.5412,3.1756,-9.7168,28,28,0
2013-01-29,partial,SSE,-1660988475,-16.6099,4.3493,-20.9592,28,28,0
2013-01-30,partial,SSE,-1549999185,-15.5,0.6482,-16.1482,28,28,0
2013-01-31,partial,SSE,-7731109,-0.0773,1.3858,-1.4631,28,28,0
2013-02-01,partial,SSE,-648171130,-6.4817,0.3085,-6.7903,28,28,0
2013-02-04,partial,SSE,-513858778,-5.1386,0.5926,-5.7312,28,28,0
2013-02-05,partial,SSE,-39797910,-0.398,1.4543,-1.8523,28,28,0
2013-02-06,partial,SSE,-549289930,-5.4929,1.6449,-7.1378,28,28,0
2013-02-07,partial,SSE,1005805120,10.0581,10.7603,-0.7023,28,28,0
2013-02-08,partial,SSE,754608665,7.5461,8.5888,-1.0427,28,28,0
2013-02-18,partial,SSE,-1469847738,-14.6985,0.194,-14.8925,28,28,0
2013-02-19,partial,SSE,-14688300,-0.1469,2.4672,-2.6141,28,28,0
2013-02-20,partial,SSE,-135069033,-1.3507,1.0829,-2.4336,28,28,0
2013-02-21,partial,SSE,758215349,7.5822,13.9181,-6.3359,28,28,0
2013-02-22,partial,SSE,-604604500,-6.046,0.073,-6.119,28,28,0
2013-02-25,partial,SSE,-528555300,-5.2856,0.1203,-5.4058,28,28,0
2013-02-26,partial,SSE,-2204818100,-22.0482,0.4288,-22.477,28,28,0
2013-02-27,partial,SSE,18684100,0.1868,2.7277,-2.5408,28,28,0
2013-02-28,partial,SSE,256243000,2.5624,4.0815,-1.5191,28,28,0
2013-03-01,partial,SSE,2198120,0.022,0.5867,-0.5647,28,28,0
2013-03-04,partial,SSE,2003945500,20.0395,20.6161,-0.5767,28,28,0
2013-03-05,partial,SSE,-1724439887,-17.2444,0.5007,-17.7451,28,28,0
2013-03-06,partial,SSE,-773133337,-7.7313,0.2028,-7.9341,28,28,0
2013-03-07,partial,SSE,-837274900,-8.3727,0.0337,-8.4064,28,28,0
2013-03-08,partial,SSE,-106186819,-1.0619,1.4334,-2.4952,28,28,0
2013-03-11,partial,SSE,-324757187,-3.2476,0.0445,-3.292,28,28,0
2013-03-12,partial,SSE,79840200,0.7984,3.0095,-2.2111,28,28,0
2013-03-13,partial,SSE,-138867269,-1.3887,0.6162,-2.0049,28,28,0
2013-03-14,partial,SSE,-406857702,-4.0686,0.177,-4.2456,28,28,0
2013-03-15,partial,SSE,-185659226,-1.8566,1.5011,-3.3577,28,27,1
2013-03-18,partial,SSE,523210333,5.2321,5.6266,-0.3945,29,29,0
2013-03-19,partial,SSE,349250142,3.4925,4.8007,-1.3082,29,29,0
2013-03-20,partial,SSE,-1063189100,-10.6319,0.1663,-10.7982,29,29,0
2013-03-21,partial,SSE,94477880,0.9448,1.4718,-0.527,29,29,0
2013-03-22,partial,SSE,15888850,0.1589,1.0959,-0.937,29,29,0
2013-03-25,partial,SSE,-85180300,-0.8518,1.1633,-2.0151,29,27,2
2013-03-26,partial,SSE,-605288936,-6.0529,1.0112,-7.0641,30,30,0
2013-03-27,partial,SSE,-427364253,-4.2736,0.9954,-5.269,30,30,0
2013-03-28,partial,SSE,1160730543,11.6073,11.9821,-0.3748,30,30,0
2013-03-29,partial,SSE,141605749,1.4161,3.0198,-1.6037,30,30,0
2013-04-01,partial,SSE,-925298099,-9.253,0.3154,-9.5684,30,30,0
2013-04-02,partial,SSE,-104249892,-1.0425,1.1208,-2.1633,30,30,0
2013-04-03,partial,SSE,101807438,1.0181,2.5034,-1.4853,30,30,0
2013-04-08,partial,SSE,201476407,2.0148,2.6522,-0.6375,30,29,1
2013-04-09,partial,SSE,-641210092,-6.4121,0.6163,-7.0284,30,30,0
2013-04-10,partial,SSE,-201785116,-2.0179,0.1581,-2.1759,30,30,0
2013-04-11,partial,SSE,-105989567,-1.0599,0.1033,-1.1632,30,30,0
2013-04-12,partial,SSE,21836567,0.2184,0.8456,-0.6273,30,29,1
2013-04-15,partial,SSE,392384365,3.9238,4.1517,-0.2279,30,29,1
2013-04-16,partial,SSE,681008412,6.8101,7.0402,-0.2301,30,30,0
2013-04-17,partial,SSE,-101057700,-1.0106,1.2327,-2.2433,30,29,1
2013-04-18,partial,SSE,439847747,4.3985,5.1533,-0.7548,30,30,0
2013-04-19,partial,SSE,893477124,8.9348,9.4509,-0.5161,30,29,1
2013-04-22,partial,SSE,413503240,4.135,5.2533,-1.1183,30,30,0
2013-04-23,partial,SSE,-71611969,-0.7161,1.3368,-2.0529,30,30,0
2013-04-24,partial,SSE,438976807,4.3898,4.6368,-0.2471,30,30,0
2013-04-25,partial,SSE,451259709,4.5126,4.7068,-0.1942,30,30,0
2013-04-26,partial,SSE,-329019732,-3.2902,0.082,-3.3722,30,28,2
2013-05-02,partial,SSE,-202280400,-2.0228,0.2648,-2.2876,30,30,0
2013-05-03,partial,SSE,12633400,0.1263,1.1737,-1.0473,30,30,0
2013-05-06,partial,SSE,-262461705,-2.6246,0.0831,-2.7078,30,30,0
2013-05-07,partial,SSE,-532510898,-5.3251,0.1776,-5.5027,30,30,0
2013-05-08,partial,SSE,612029139,6.1203,6.3217,-0.2014,30,30,0
2013-05-09,partial,SSE,-78828958,-0.7883,2.5958,-3.3841,35,35,0
2013-05-10,partial,SSE,-392807298,-3.9281,0.0092,-3.9373,35,35,0
2013-05-13,partial,SSE,-206404840,-2.064,0.3428,-2.4068,35,35,0
2013-05-14,partial,SSE,-192700536,-1.927,0.6082,-2.5352,35,34,1
2013-05-15,partial,SSE,-200207726,-2.0021,0.296,-2.2981,35,35,0
2013-05-16,partial,SSE,-565836242,-5.6584,0.6259,-6.2843,35,35,0
2013-05-17,partial,SSE,528134944,5.2813,8.7754,-3.4941,35,35,0
2013-05-20,partial,SSE,243262280,2.4326,3.3545,-0.9219,35,35,0
2013-05-21,partial,SSE,491761317,4.9176,5.5796,-0.662,35,35,0
2013-05-22,partial,SSE,-427463336,-4.2746,0.183,-4.4576,35,35,0
2013-05-23,partial,SSE,-129051664,-1.2905,1.0407,-2.3313,35,35,0
2013-05-24,partial,SSE,367218200,3.6722,4.2714,-0.5992,35,34,1
2013-05-27,partial,SSE,-140350703,-1.4035,2.3978,-3.8014,36,35,1
2013-05-28,partial,SSE,378295456,3.783,7.1167,-3.3337,36,36,0
2013-05-29,partial,SSE,934464866,9.3446,9.6807,-0.3361,36,36,0
2013-05-30,partial,SSE,129725970,1.2973,4.1992,-2.9019,36,36,0
2013-05-31,partial,SSE,-498663365,-4.9866,2.3565,-7.3431,36,36,0
2013-06-03,partial,SSE,-149217846,-1.4922,2.6338,-4.1259,37,36,1
2013-06-04,partial,SSE,524278554,5.2428,5.8569,-0.6141,37,37,0
